ticket_id,bus_id,route_id,source_stop,destination_stop,boarding_date,boarding_time,passenger_count
TKT02642,B503,R05,S13,S20,10-09-2026,09:53,2
TKT02643,B302,R03,S16,S07,11-09-2026,15:32,2
TKT02644,B401,R04,S03,S01,12-09-2026,19:38,2
TKT02645,B201,R02,S02,S18,13-09-2026,08:30,2
TKT02646,B501,R05,S30,S03,14-09-2026,08:00,3
TKT02647,B301,R03,S20,S22,01-09-2026,19:48,1
TKT02648,B102,R01,S07,S09,02-09-2026,11:46,2
TKT02649,B302,R03,S06,S21,03-09-2026,12:56,1
TKT02650,B402,R04,S28,S01,04-09-2026,09:12,3
TKT02651,B402,R04,S24,S07,05-09-2026,18:31,1
TKT02652,B103,R01,S05,S07,06-09-2026,09:16,1
TKT02653,B503,R05,S02,S20,07-09-2026,17:13,4
TKT02654,B203,R02,S13,S17,08-09-2026,19:28,3
TKT02655,B302,R03,S07,S23,09-09-2026,13:41,2
TKT02656,B103,R01,S05,S06,10-09-2026,09:31,2
TKT02657,B501,R05,S02,S04,11-09-2026,18:45,4
TKT02658,B302,R03,S07,S20,12-09-2026,09:37,1
TKT02659,B101,R01,S05,S07,13-09-2026,09:38,1
TKT02660,B403,R04,S24,S26,14-09-2026,19:53,2
TKT02661,B402,R04,S24,S25,01-09-2026,17:16,3
TKT02662,B201,R02,S13,S16,02-09-2026,12:00,1
TKT02663,B103,R01,S06,S07,03-09-2026,07:57,2
TKT02664,B301,R03,S16,S23,04-09-2026,18:45,2
TKT02665,B103,R01,S07,S08,05-09-2026,17:26,3
TKT02666,B301,R03,S21,S23,06-09-2026,09:30,2
TKT02667,B203,R02,S16,S17,07-09-2026,20:13,1
TKT02668,B203,R02,S02,S17,08-09-2026,09:28,2
TKT02669,B101,R01,S05,S10,09-09-2026,13:48,2
TKT02670,B303,R03,S07,S22,10-09-2026,16:55,1
TKT02671,B502,R05,S13,S04,11-09-2026,14:33,1
TKT02672,B403,R04,S03,S28,12-09-2026,09:33,1
TKT02673,B301,R03,S21,S22,13-09-2026,13:05,1
TKT02674,B103,R01,S09,S10,14-09-2026,08:22,2
TKT02675,B102,R01,S04,S05,01-09-2026,13:26,2
TKT02676,B201,R02,S16,S18,02-09-2026,16:32,2
TKT02677,B401,R04,S26,S07,03-09-2026,07:46,2
TKT02678,B401,R04,S25,S05,04-09-2026,19:23,4
TKT02679,B403,R04,S07,S06,05-09-2026,17:49,1
TKT02680,B402,R04,S28,S01,06-09-2026,17:42,1
TKT02681,B202,R02,S13,S17,07-09-2026,17:40,1
TKT02682,B103,R01,S06,S10,08-09-2026,10:01,1
TKT02683,B103,R01,S08,S09,09-09-2026,08:42,2
TKT02684,B303,R03,S19,S07,10-09-2026,08:30,2
TKT02685,B502,R05,S02,S03,11-09-2026,17:35,4
TKT02686,B403,R04,S05,S01,12-09-2026,17:31,2
TKT02687,B302,R03,S06,S23,13-09-2026,17:03,3
TKT02688,B402,R04,S25,S05,14-09-2026,08:57,4
TKT02689,B203,R02,S02,S14,01-09-2026,13:03,2
TKT02690,B201,R02,S15,S18,02-09-2026,09:35,2
TKT02691,B203,R02,S14,S18,03-09-2026,14:25,1
TKT02692,B303,R03,S15,S22,04-09-2026,17:35,3
TKT02693,B301,R03,S20,S21,05-09-2026,08:05,2
TKT02694,B102,R01,S07,S08,06-09-2026,16:19,1
TKT02695,B102,R01,S05,S09,07-09-2026,21:32,1
TKT02696,B501,R05,S07,S20,08-09-2026,17:39,2
TKT02697,B301,R03,S07,S22,09-09-2026,15:24,1
TKT02698,B102,R01,S09,S10,10-09-2026,13:29,1
TKT02699,B501,R05,S03,S07,11-09-2026,13:29,1
TKT02700,B502,R05,S02,S07,12-09-2026,19:41,2
TKT02701,B103,R01,S02,S03,13-09-2026,09:04,3
TKT02702,B302,R03,S06,S22,14-09-2026,17:56,4
TKT02703,B503,R05,S02,S04,01-09-2026,19:03,3
TKT02704,B501,R05,S04,S07,02-09-2026,19:49,1
TKT02705,B103,R01,S01,S02,03-09-2026,18:01,2
TKT02706,B202,R02,S02,S14,04-09-2026,12:44,3
TKT02707,B403,R04,S05,S28,05-09-2026,17:44,2
TKT02708,B202,R02,S02,S17,06-09-2026,18:38,3
TKT02709,B102,R01,S02,S03,07-09-2026,18:59,2
TKT02710,B402,R04,S07,S03,08-09-2026,09:32,4
TKT02711,B302,R03,S20,S21,09-09-2026,12:48,2
TKT02712,B101,R01,S08,S09,10-09-2026,09:59,4
TKT02713,B201,R02,S17,S18,11-09-2026,17:15,3
TKT02714,B303,R03,S22,S23,12-09-2026,09:53,2
TKT02715,B103,R01,S04,S06,13-09-2026,15:32,1
TKT02716,B102,R01,S09,S10,14-09-2026,07:02,1
TKT02717,B502,R05,S02,S07,01-09-2026,08:03,3
TKT02718,B301,R03,S16,S21,02-09-2026,19:26,2
TKT02719,B302,R03,S06,S07,03-09-2026,08:58,2
TKT02720,B202,R02,S13,S15,04-09-2026,14:53,2
TKT02721,B501,R05,S03,S04,05-09-2026,19:46,1
TKT02722,B102,R01,S06,S07,06-09-2026,18:22,2
TKT02723,B501,R05,S29,S03,07-09-2026,11:23,3
TKT02724,B202,R02,S14,S16,08-09-2026,19:14,1
TKT02725,B302,R03,S19,S06,09-09-2026,08:06,1
TKT02726,B501,R05,S11,S02,10-09-2026,19:23,1
TKT02727,B103,R01,S02,S10,11-09-2026,19:35,3
TKT02728,B202,R02,S16,S17,12-09-2026,17:55,2
TKT02729,B301,R03,S16,S20,13-09-2026,10:01,2
TKT02730,B402,R04,S03,S28,14-09-2026,13:19,1
TKT02731,B201,R02,S02,S14,01-09-2026,19:09,2
TKT02732,B203,R02,S11,S15,02-09-2026,08:50,2
TKT02733,B202,R02,S17,S18,03-09-2026,13:33,2
TKT02734,B101,R01,S02,S08,04-09-2026,06:09,2
TKT02735,B202,R02,S17,S18,05-09-2026,09:27,3
TKT02736,B303,R03,S19,S23,06-09-2026,20:49,1
TKT02737,B101,R01,S05,S07,07-09-2026,10:39,3
TKT02738,B203,R02,S13,S16,08-09-2026,17:18,1
TKT02739,B503,R05,S02,S20,09-09-2026,19:49,1
TKT02740,B402,R04,S28,S01,10-09-2026,17:50,1
TKT02741,B202,R02,S13,S14,11-09-2026,08:07,1
TKT02742,B502,R05,S02,S04,12-09-2026,13:57,3
TKT02743,B203,R02,S17,S18,13-09-2026,13:38,3
TKT02744,B103,R01,S08,S09,14-09-2026,07:40,3
TKT02745,B101,R01,S04,S07,01-09-2026,07:29,3
TKT02746,B201,R02,S13,S14,02-09-2026,07:59,2
TKT02747,B101,R01,S07,S08,03-09-2026,07:03,4
TKT02748,B101,R01,S09,S10,04-09-2026,07:36,1
TKT02749,B101,R01,S05,S09,05-09-2026,11:51,3
TKT02750,B103,R01,S09,S10,06-09-2026,09:49,2
TKT02751,B101,R01,S02,S03,07-09-2026,17:36,2
TKT02752,B402,R04,S05,S28,08-09-2026,09:00,1
TKT02753,B101,R01,S05,S09,09-09-2026,07:36,2
TKT02754,B503,R05,S02,S03,10-09-2026,10:02,1
TKT02755,B201,R02,S15,S16,11-09-2026,17:33,3
TKT02756,B302,R03,S22,S23,12-09-2026,10:15,1
TKT02757,B202,R02,S02,S14,13-09-2026,18:38,1
TKT02758,B301,R03,S21,S22,14-09-2026,08:03,1
TKT02759,B102,R01,S02,S04,01-09-2026,19:48,1
TKT02760,B501,R05,S07,S20,02-09-2026,18:05,1
TKT02761,B402,R04,S05,S03,03-09-2026,07:08,1
TKT02762,B503,R05,S02,S07,04-09-2026,06:38,1
TKT02763,B102,R01,S09,S10,05-09-2026,18:25,2
TKT02764,B403,R04,S25,S03,06-09-2026,20:12,1
TKT02765,B103,R01,S07,S09,07-09-2026,08:38,1
TKT02766,B303,R03,S16,S19,08-09-2026,09:52,1
TKT02767,B203,R02,S16,S18,09-09-2026,20:42,1
TKT02768,B401,R04,S26,S28,10-09-2026,07:19,2
TKT02769,B103,R01,S09,S10,11-09-2026,19:52,2
TKT02770,B502,R05,S03,S07,12-09-2026,07:47,2
TKT02771,B403,R04,S25,S26,13-09-2026,08:49,2
TKT02772,B303,R03,S15,S19,14-09-2026,17:01,1
TKT02773,B202,R02,S13,S17,01-09-2026,18:22,3
TKT02774,B502,R05,S29,S31,02-09-2026,19:43,1
TKT02775,B403,R04,S26,S05,03-09-2026,19:59,1
TKT02776,B301,R03,S07,S21,04-09-2026,09:51,1
TKT02777,B103,R01,S07,S10,05-09-2026,10:16,2
TKT02778,B201,R02,S16,S17,06-09-2026,18:19,2
TKT02779,B103,R01,S05,S08,07-09-2026,10:03,1
TKT02780,B403,R04,S07,S05,08-09-2026,07:20,1
TKT02781,B501,R05,S13,S02,09-09-2026,14:41,2
TKT02782,B201,R02,S02,S16,10-09-2026,07:58,5
TKT02783,B102,R01,S02,S07,11-09-2026,18:58,3
TKT02784,B302,R03,S07,S20,12-09-2026,10:13,2
TKT02785,B303,R03,S06,S07,13-09-2026,10:25,1
TKT02786,B302,R03,S16,S22,14-09-2026,09:31,1
TKT02787,B101,R01,S07,S09,01-09-2026,14:42,2
TKT02788,B103,R01,S09,S10,02-09-2026,07:23,2
TKT02789,B301,R03,S07,S20,03-09-2026,07:15,1
TKT02790,B201,R02,S16,S17,04-09-2026,17:07,1
TKT02791,B503,R05,S30,S02,05-09-2026,09:17,3
TKT02792,B202,R02,S12,S17,06-09-2026,16:39,2
TKT02793,B201,R02,S17,S18,07-09-2026,07:31,1
TKT02794,B402,R04,S25,S03,08-09-2026,17:44,2
TKT02795,B301,R03,S16,S06,09-09-2026,15:59,2
TKT02796,B403,R04,S05,S01,10-09-2026,17:31,2
TKT02797,B502,R05,S03,S04,11-09-2026,10:19,3
TKT02798,B301,R03,S06,S23,12-09-2026,17:43,3
TKT02799,B203,R02,S15,S17,13-09-2026,08:57,3
TKT02800,B501,R05,S11,S07,14-09-2026,07:26,2
TKT02801,B403,R04,S28,S01,01-09-2026,09:27,3
TKT02802,B203,R02,S14,S16,02-09-2026,17:20,2
TKT02803,B201,R02,S15,S16,03-09-2026,07:57,2
TKT02804,B402,R04,S25,S03,04-09-2026,18:51,3
TKT02805,B103,R01,S05,S09,05-09-2026,18:45,2
TKT02806,B501,R05,S29,S02,06-09-2026,19:22,2
TKT02807,B202,R02,S14,S16,07-09-2026,16:28,1
TKT02808,B203,R02,S17,S18,08-09-2026,09:32,1
TKT02809,B201,R02,S16,S17,09-09-2026,10:58,1
TKT02810,B103,R01,S02,S03,10-09-2026,17:55,3
TKT02811,B301,R03,S22,S23,11-09-2026,08:21,1
TKT02812,B103,R01,S03,S07,12-09-2026,09:42,1
TKT02813,B101,R01,S07,S08,13-09-2026,18:41,3
TKT02814,B103,R01,S01,S05,14-09-2026,12:07,1
TKT02815,B201,R02,S16,S17,01-09-2026,18:47,2
TKT02816,B201,R02,S13,S14,02-09-2026,07:53,3
TKT02817,B303,R03,S07,S22,03-09-2026,08:05,4
TKT02818,B303,R03,S06,S07,04-09-2026,12:25,1
TKT02819,B303,R03,S22,S23,05-09-2026,09:34,2
TKT02820,B302,R03,S15,S22,06-09-2026,08:44,1
TKT02821,B102,R01,S02,S07,07-09-2026,09:56,2
TKT02822,B101,R01,S02,S03,08-09-2026,17:56,1
TKT02823,B103,R01,S09,S10,09-09-2026,18:30,4
TKT02824,B201,R02,S13,S02,10-09-2026,17:12,2
TKT02825,B403,R04,S07,S06,11-09-2026,09:38,2
TKT02826,B401,R04,S26,S03,12-09-2026,17:33,2
TKT02827,B102,R01,S01,S07,13-09-2026,19:06,1
TKT02828,B301,R03,S07,S22,14-09-2026,17:59,1
TKT02829,B302,R03,S07,S21,01-09-2026,18:08,1
TKT02830,B401,R04,S03,S28,02-09-2026,17:39,2
TKT02831,B202,R02,S11,S13,03-09-2026,20:54,1
TKT02832,B302,R03,S16,S07,04-09-2026,18:31,1
TKT02833,B501,R05,S02,S03,05-09-2026,17:27,3
TKT02834,B101,R01,S03,S05,06-09-2026,08:26,2
TKT02835,B102,R01,S06,S08,07-09-2026,17:03,1
TKT02836,B501,R05,S02,S07,08-09-2026,08:16,2
TKT02837,B502,R05,S30,S31,09-09-2026,07:16,3
TKT02838,B502,R05,S13,S02,10-09-2026,09:03,1
TKT02839,B302,R03,S07,S21,11-09-2026,16:21,1
TKT02840,B201,R02,S13,S14,12-09-2026,12:09,2
TKT02841,B201,R02,S02,S14,13-09-2026,07:31,2
TKT02842,B301,R03,S15,S19,14-09-2026,08:35,1
TKT02843,B101,R01,S04,S05,01-09-2026,17:18,2
TKT02844,B403,R04,S06,S05,02-09-2026,13:55,1
TKT02845,B401,R04,S07,S05,03-09-2026,09:29,3
TKT02846,B501,R05,S02,S07,04-09-2026,10:14,1
TKT02847,B203,R02,S16,S18,05-09-2026,07:29,1
TKT02848,B401,R04,S28,S01,06-09-2026,18:12,2
TKT02849,B201,R02,S16,S17,07-09-2026,12:53,2
TKT02850,B203,R02,S11,S12,08-09-2026,17:01,1
TKT02851,B403,R04,S07,S03,09-09-2026,13:32,3
TKT02852,B102,R01,S07,S08,10-09-2026,09:13,2
TKT02853,B403,R04,S06,S03,11-09-2026,19:52,3
TKT02854,B103,R01,S06,S08,12-09-2026,17:28,2
TKT02855,B103,R01,S05,S06,13-09-2026,09:34,2
TKT02856,B503,R05,S02,S04,14-09-2026,17:05,3
TKT02857,B102,R01,S09,S10,01-09-2026,18:48,1
TKT02858,B102,R01,S07,S10,02-09-2026,12:59,1
TKT02859,B302,R03,S07,S21,03-09-2026,18:51,1
TKT02860,B103,R01,S07,S08,04-09-2026,11:15,2
TKT02861,B303,R03,S22,S23,05-09-2026,17:27,2
TKT02862,B301,R03,S07,S21,06-09-2026,18:16,1
TKT02863,B501,R05,S13,S02,07-09-2026,11:05,3
TKT02864,B103,R01,S07,S08,08-09-2026,09:56,2
TKT02865,B503,R05,S04,S20,09-09-2026,08:09,3
TKT02866,B501,R05,S04,S20,10-09-2026,19:26,2
TKT02867,B203,R02,S11,S02,11-09-2026,06:48,1
TKT02868,B403,R04,S25,S03,12-09-2026,18:24,1
TKT02869,B101,R01,S07,S09,13-09-2026,17:43,1
TKT02870,B503,R05,S30,S07,14-09-2026,08:42,3
TKT02871,B502,R05,S29,S30,01-09-2026,14:02,3
TKT02872,B102,R01,S07,S10,02-09-2026,08:51,4
TKT02873,B202,R02,S13,S16,03-09-2026,07:39,3
TKT02874,B401,R04,S07,S28,04-09-2026,17:09,5
TKT02875,B203,R02,S11,S17,05-09-2026,17:30,3
TKT02876,B302,R03,S06,S22,06-09-2026,09:58,3
TKT02877,B503,R05,S13,S04,07-09-2026,10:18,1
TKT02878,B202,R02,S14,S15,08-09-2026,18:45,1
TKT02879,B103,R01,S07,S09,09-09-2026,17:54,3
TKT02880,B402,R04,S25,S05,10-09-2026,18:35,3
TKT02881,B401,R04,S07,S06,11-09-2026,19:37,2
TKT02882,B102,R01,S05,S06,12-09-2026,19:13,3
TKT02883,B102,R01,S05,S08,13-09-2026,11:25,2
TKT02884,B101,R01,S08,S09,14-09-2026,09:18,3
TKT02885,B401,R04,S06,S01,01-09-2026,08:11,1
TKT02886,B103,R01,S05,S07,02-09-2026,10:05,1
TKT02887,B101,R01,S05,S06,03-09-2026,08:42,2
TKT02888,B201,R02,S13,S17,04-09-2026,18:33,3
TKT02889,B102,R01,S04,S05,05-09-2026,09:09,1
TKT02890,B302,R03,S21,S23,06-09-2026,06:01,1
TKT02891,B303,R03,S07,S21,07-09-2026,12:02,3
TKT02892,B101,R01,S04,S06,08-09-2026,18:57,1
TKT02893,B203,R02,S02,S14,09-09-2026,10:19,1
TKT02894,B202,R02,S13,S18,10-09-2026,17:15,1
TKT02895,B102,R01,S09,S10,11-09-2026,07:49,3
TKT02896,B102,R01,S01,S07,12-09-2026,12:20,4
TKT02897,B303,R03,S20,S22,13-09-2026,18:51,1
TKT02898,B403,R04,S07,S06,14-09-2026,16:12,2
TKT02899,B103,R01,S05,S07,01-09-2026,11:47,1
TKT02900,B103,R01,S03,S04,02-09-2026,17:12,3
TKT02901,B302,R03,S16,S07,03-09-2026,09:26,2
TKT02902,B202,R02,S15,S17,04-09-2026,07:46,2
TKT02903,B302,R03,S16,S23,05-09-2026,19:17,2
TKT02904,B303,R03,S15,S20,06-09-2026,11:11,1
TKT02905,B101,R01,S09,S10,07-09-2026,07:15,3
TKT02906,B401,R04,S24,S28,08-09-2026,11:00,1
TKT02907,B102,R01,S03,S05,09-09-2026,11:40,2
TKT02908,B203,R02,S16,S17,10-09-2026,15:21,1
TKT02909,B501,R05,S07,S20,11-09-2026,19:40,1
TKT02910,B103,R01,S07,S08,12-09-2026,13:03,3
TKT02911,B101,R01,S05,S09,13-09-2026,07:28,3
TKT02912,B503,R05,S29,S30,14-09-2026,13:02,1
TKT02913,B302,R03,S22,S23,01-09-2026,18:31,3
TKT02914,B101,R01,S05,S07,02-09-2026,12:00,1
TKT02915,B101,R01,S04,S05,03-09-2026,17:33,2
TKT02916,B202,R02,S17,S18,04-09-2026,19:09,3
TKT02917,B203,R02,S12,S02,05-09-2026,11:42,1
TKT02918,B202,R02,S17,S18,06-09-2026,18:13,2
TKT02919,B202,R02,S15,S17,07-09-2026,19:00,1
TKT02920,B101,R01,S01,S05,08-09-2026,18:39,1
TKT02921,B101,R01,S01,S02,09-09-2026,19:28,3
TKT02922,B403,R04,S26,S28,10-09-2026,12:34,2
TKT02923,B102,R01,S02,S05,11-09-2026,09:13,2
TKT02924,B301,R03,S20,S21,12-09-2026,14:34,2
TKT02925,B303,R03,S15,S07,13-09-2026,09:15,2
TKT02926,B402,R04,S28,S01,14-09-2026,14:10,1
TKT02927,B202,R02,S15,S16,01-09-2026,18:03,3
TKT02928,B401,R04,S03,S01,02-09-2026,19:28,2
TKT02929,B102,R01,S09,S10,03-09-2026,08:18,2
TKT02930,B302,R03,S21,S22,04-09-2026,16:59,2
TKT02931,B301,R03,S16,S20,05-09-2026,16:06,1
TKT02932,B502,R05,S02,S07,06-09-2026,08:49,2
TKT02933,B103,R01,S05,S07,07-09-2026,08:57,1
TKT02934,B202,R02,S17,S18,08-09-2026,19:10,1
TKT02935,B301,R03,S16,S15,09-09-2026,18:21,3
TKT02936,B402,R04,S03,S01,10-09-2026,12:01,1
TKT02937,B202,R02,S12,S02,11-09-2026,08:35,1
TKT02938,B501,R05,S30,S20,12-09-2026,19:41,3
TKT02939,B402,R04,S24,S05,13-09-2026,08:27,1
TKT02940,B403,R04,S06,S28,14-09-2026,18:10,5
TKT02941,B303,R03,S22,S23,01-09-2026,15:51,1
TKT02942,B301,R03,S20,S23,02-09-2026,18:22,2
TKT02943,B503,R05,S03,S07,03-09-2026,20:03,1
TKT02944,B102,R01,S07,S08,04-09-2026,09:52,4
TKT02945,B103,R01,S01,S02,05-09-2026,17:02,2
TKT02946,B202,R02,S11,S15,06-09-2026,17:51,1
TKT02947,B101,R01,S09,S10,07-09-2026,12:48,2
TKT02948,B502,R05,S31,S02,08-09-2026,07:50,3
TKT02949,B303,R03,S15,S06,09-09-2026,13:12,1
TKT02950,B203,R02,S13,S02,10-09-2026,13:20,2
TKT02951,B201,R02,S02,S14,11-09-2026,07:54,1
TKT02952,B303,R03,S20,S23,12-09-2026,17:55,3
TKT02953,B402,R04,S07,S28,13-09-2026,12:55,2
TKT02954,B102,R01,S09,S10,14-09-2026,09:23,1
TKT02955,B502,R05,S07,S20,01-09-2026,19:56,1
TKT02956,B103,R01,S08,S09,02-09-2026,09:46,2
TKT02957,B103,R01,S05,S07,03-09-2026,18:47,2
TKT02958,B203,R02,S17,S18,04-09-2026,09:34,2
TKT02959,B402,R04,S05,S03,05-09-2026,15:52,2
TKT02960,B402,R04,S07,S05,06-09-2026,18:47,1
TKT02961,B301,R03,S15,S22,07-09-2026,07:19,2
TKT02962,B403,R04,S26,S06,08-09-2026,08:04,2
TKT02963,B502,R05,S04,S07,09-09-2026,18:05,2
TKT02964,B301,R03,S06,S23,10-09-2026,18:22,1
TKT02965,B202,R02,S12,S02,11-09-2026,07:53,2
TKT02966,B301,R03,S07,S21,12-09-2026,06:13,2
TKT02967,B201,R02,S13,S18,13-09-2026,06:49,1
TKT02968,B502,R05,S04,S20,14-09-2026,08:19,3
TKT02969,B103,R01,S03,S07,01-09-2026,08:57,2
TKT02970,B301,R03,S21,S23,02-09-2026,07:47,4
TKT02971,B101,R01,S01,S04,03-09-2026,19:02,3
TKT02972,B402,R04,S05,S01,04-09-2026,09:01,2
TKT02973,B403,R04,S07,S01,05-09-2026,12:42,1
TKT02974,B303,R03,S22,S23,06-09-2026,12:39,3
TKT02975,B502,R05,S02,S03,07-09-2026,11:42,2
TKT02976,B103,R01,S07,S09,08-09-2026,16:46,2
TKT02977,B201,R02,S02,S18,09-09-2026,08:43,1
TKT02978,B102,R01,S02,S05,10-09-2026,17:12,3
TKT02979,B303,R03,S22,S23,11-09-2026,17:20,2
TKT02980,B303,R03,S22,S23,12-09-2026,14:06,2
TKT02981,B203,R02,S13,S16,13-09-2026,19:49,3
TKT02982,B103,R01,S05,S10,14-09-2026,07:37,2
TKT02983,B303,R03,S22,S23,01-09-2026,18:36,1
TKT02984,B101,R01,S07,S10,02-09-2026,17:07,1
TKT02985,B501,R05,S04,S07,03-09-2026,16:54,2
TKT02986,B102,R01,S08,S09,04-09-2026,07:39,2
TKT02987,B301,R03,S16,S19,05-09-2026,20:09,1
TKT02988,B201,R02,S02,S15,06-09-2026,18:07,2
TKT02989,B202,R02,S02,S16,07-09-2026,09:29,2
TKT02990,B202,R02,S17,S18,08-09-2026,19:09,4
TKT02991,B201,R02,S12,S13,09-09-2026,17:38,2
TKT02992,B403,R04,S24,S06,10-09-2026,16:19,1
TKT02993,B502,R05,S13,S07,11-09-2026,09:47,1
TKT02994,B501,R05,S07,S20,12-09-2026,15:41,1
TKT02995,B302,R03,S22,S23,13-09-2026,17:55,1
TKT02996,B203,R02,S11,S13,14-09-2026,19:59,1
TKT02997,B302,R03,S07,S22,01-09-2026,08:43,2
TKT02998,B202,R02,S14,S17,02-09-2026,07:07,4
TKT02999,B303,R03,S20,S22,03-09-2026,16:30,1
TKT03000,B503,R05,S29,S30,04-09-2026,19:40,2
TKT03001,B201,R02,S16,S17,05-09-2026,09:56,1
TKT03002,B102,R01,S05,S07,06-09-2026,17:52,1
TKT03003,B402,R04,S07,S06,07-09-2026,17:25,3
TKT03004,B402,R04,S24,S05,08-09-2026,09:51,3
TKT03005,B101,R01,S02,S04,09-09-2026,19:13,2
TKT03006,B502,R05,S13,S04,10-09-2026,15:55,2
TKT03007,B102,R01,S07,S10,11-09-2026,13:08,1
TKT03008,B103,R01,S08,S09,12-09-2026,18:45,1
TKT03009,B403,R04,S03,S01,13-09-2026,15:00,2
TKT03010,B203,R02,S16,S18,14-09-2026,18:59,3
TKT03011,B101,R01,S07,S09,01-09-2026,19:37,4
TKT03012,B103,R01,S07,S10,02-09-2026,08:42,2
TKT03013,B301,R03,S21,S22,03-09-2026,07:55,2
TKT03014,B201,R02,S13,S17,04-09-2026,16:20,1
TKT03015,B403,R04,S03,S28,05-09-2026,19:06,2
TKT03016,B403,R04,S06,S03,06-09-2026,17:31,2
TKT03017,B102,R01,S03,S09,07-09-2026,07:21,1
TKT03018,B203,R02,S16,S18,08-09-2026,07:19,3
TKT03019,B203,R02,S02,S14,09-09-2026,18:19,2
TKT03020,B101,R01,S06,S10,10-09-2026,17:00,2
TKT03021,B103,R01,S08,S10,11-09-2026,07:50,2
TKT03022,B401,R04,S07,S05,12-09-2026,12:25,1
TKT03023,B303,R03,S20,S21,13-09-2026,17:08,2
TKT03024,B503,R05,S02,S20,14-09-2026,17:07,4
TKT03025,B503,R05,S07,S20,01-09-2026,09:14,1
TKT03026,B203,R02,S02,S16,02-09-2026,07:52,3
TKT03027,B303,R03,S19,S07,03-09-2026,20:34,1
TKT03028,B203,R02,S16,S17,04-09-2026,10:49,2
TKT03029,B103,R01,S04,S06,05-09-2026,14:21,1
TKT03030,B501,R05,S02,S07,06-09-2026,18:23,4
TKT03031,B103,R01,S05,S07,07-09-2026,07:29,2
TKT03032,B402,R04,S25,S05,08-09-2026,19:51,2
TKT03033,B302,R03,S22,S23,09-09-2026,19:56,2
TKT03034,B102,R01,S08,S10,10-09-2026,17:25,1
TKT03035,B101,R01,S06,S08,11-09-2026,07:49,1
TKT03036,B403,R04,S05,S03,12-09-2026,09:48,2
TKT03037,B101,R01,S01,S08,13-09-2026,07:10,3
TKT03038,B402,R04,S05,S28,14-09-2026,09:14,5
TKT03039,B301,R03,S15,S06,01-09-2026,10:13,2
TKT03040,B103,R01,S03,S05,02-09-2026,11:50,3
TKT03041,B102,R01,S01,S05,03-09-2026,18:40,1
TKT03042,B302,R03,S16,S06,04-09-2026,20:40,1
TKT03043,B202,R02,S15,S16,05-09-2026,21:27,1
TKT03044,B402,R04,S06,S01,06-09-2026,12:45,3
TKT03045,B202,R02,S02,S14,07-09-2026,20:03,1
TKT03046,B502,R05,S03,S04,08-09-2026,09:47,5
TKT03047,B502,R05,S02,S03,09-09-2026,08:47,2
TKT03048,B101,R01,S09,S10,10-09-2026,07:15,4
TKT03049,B201,R02,S13,S16,11-09-2026,14:16,1
TKT03050,B302,R03,S15,S20,12-09-2026,16:19,2
TKT03051,B201,R02,S15,S16,13-09-2026,17:36,2
TKT03052,B502,R05,S03,S07,14-09-2026,18:58,4
TKT03053,B201,R02,S16,S18,01-09-2026,15:06,1
TKT03054,B103,R01,S05,S09,02-09-2026,12:18,1
TKT03055,B501,R05,S03,S07,03-09-2026,17:28,3
TKT03056,B103,R01,S09,S10,04-09-2026,07:49,2
TKT03057,B402,R04,S07,S06,05-09-2026,08:35,2
TKT03058,B402,R04,S26,S05,06-09-2026,15:18,2
TKT03059,B503,R05,S02,S07,07-09-2026,08:10,3
TKT03060,B202,R02,S17,S18,08-09-2026,19:16,2
TKT03061,B201,R02,S13,S17,09-09-2026,07:09,2
TKT03062,B301,R03,S20,S22,10-09-2026,08:00,2
TKT03063,B201,R02,S17,S18,11-09-2026,09:57,2
TKT03064,B301,R03,S07,S23,12-09-2026,15:40,2
TKT03065,B101,R01,S06,S07,13-09-2026,08:58,2
TKT03066,B303,R03,S15,S23,14-09-2026,09:47,2
TKT03067,B102,R01,S03,S06,01-09-2026,09:51,3
TKT03068,B302,R03,S19,S20,02-09-2026,14:30,3
TKT03069,B401,R04,S07,S06,03-09-2026,19:17,1
TKT03070,B302,R03,S15,S07,04-09-2026,09:43,1
TKT03071,B102,R01,S05,S06,05-09-2026,17:05,2
TKT03072,B501,R05,S31,S07,06-09-2026,16:47,2
TKT03073,B301,R03,S15,S07,07-09-2026,07:20,1
TKT03074,B101,R01,S05,S08,08-09-2026,08:46,1
TKT03075,B302,R03,S16,S07,09-09-2026,18:06,3
TKT03076,B402,R04,S05,S01,10-09-2026,14:08,1
TKT03077,B101,R01,S03,S07,11-09-2026,16:21,1
TKT03078,B302,R03,S20,S23,12-09-2026,17:41,3
TKT03079,B203,R02,S02,S15,13-09-2026,07:00,2
TKT03080,B101,R01,S05,S06,14-09-2026,17:20,2
TKT03081,B401,R04,S07,S03,01-09-2026,07:27,1
TKT03082,B101,R01,S03,S05,02-09-2026,07:02,1
TKT03083,B401,R04,S06,S05,03-09-2026,17:16,1
TKT03084,B503,R05,S30,S31,04-09-2026,09:11,4
TKT03085,B503,R05,S04,S07,05-09-2026,09:08,2
TKT03086,B301,R03,S22,S23,06-09-2026,14:32,1
TKT03087,B401,R04,S24,S05,07-09-2026,07:43,2
TKT03088,B503,R05,S13,S03,08-09-2026,07:12,3
TKT03089,B401,R04,S03,S01,09-09-2026,10:04,1
TKT03090,B303,R03,S22,S23,10-09-2026,17:41,3
TKT03091,B403,R04,S05,S03,11-09-2026,09:36,3
